user_id,heart_rate,blood_oxygen,step_count,sleep_duration,activity_level,stress_level
3253,79.84,97.25,1897.64,5.87,Active,4
4152,106.04,94.81,711.57,6.93,Sedentary,10
2955,88.77,94.74,7069.61,5.74,"Highly Active",7
2585,47.43,100.00,29130.79,4.78,"Highly Active",2
4943,96.06,96.48,7287.85,7.23,"Highly Active",1
4459,78.05,99.50,6568.20,9.22,Sedentary,9
4073,96.09,100.00,4086.67,7.29,"Highly Active",2
2021,70.24,97.17,2336.58,NULL,"Highly Active",7
4461,59.07,98.92,3945.07,6.18,Active,9
3613,56.23,98.58,1129.05,5.32,"Highly Active",8
2129,90.92,98.67,2125.80,5.89,NULL,4
4843,86.96,98.98,4677.62,7.09,"Highly Active",8
4893,66.12,95.60,1094.90,8.28,"Highly Active",2
2500,40.00,95.11,10975.78,8.35,Active,4
1702,91.50,97.93,81.40,6.76,Active,6
3449,44.44,100.00,2716.06,6.78,Active,6
2579,53.32,95.17,18510.38,7.36,"Highly Active",2
1161,75.21,99.15,5964.22,6.57,Sedentary,2
1201,78.45,98.51,2445.95,6.60,Active,6
2981,NULL,98.28,3039.11,5.21,NULL,6
1995,79.86,98.24,2899.69,5.17,Active,9
3317,76.96,98.62,1392.31,5.46,Sedentary,5
4934,68.49,97.94,1095.34,6.86,Active,9
1815,71.65,96.80,4586.04,6.04,Sedentary,9
4342,65.22,97.55,2205.48,10.37,"Highly Active",4
1455,76.74,94.30,674.37,7.08,"Highly Active",10
4533,48.69,99.05,1707.70,8.86,Sedentary,8
4798,79.73,99.00,5148.38,8.73,"Highly Active",10
2275,73.52,100.00,2078.41,7.14,Sedentary,9
2016,87.62,99.22,1900.29,6.44,Sedentary,9
4773,70.45,97.62,6785.19,5.15,"Highly Active",3
3343,84.03,98.97,8185.11,5.60,Active,1
4796,83.28,97.36,1932.54,7.76,Active,6
3767,72.91,96.66,4472.49,6.90,Active,6
4820,80.29,93.22,10124.30,5.54,"Highly Active",10
1337,54.86,98.78,8196.12,6.19,"Highly Active",4
1878,95.12,99.00,502.66,6.99,Sedentary,9
1791,72.33,100.00,8993.13,6.14,Active,3
4993,59.21,98.69,1384.36,6.42,Active,2
3264,63.48,95.51,1526.46,2.88,Active,10
1763,99.65,95.60,6963.02,6.53,Active,7
3235,77.07,98.44,2336.09,4.91,Active,2
1379,70.55,99.79,2738.35,7.05,Sedentary,1
1492,70.46,99.92,5178.97,6.70,"Highly Active",4
4112,75.03,97.13,9720.34,7.62,Sedentary,2
2180,85.84,93.80,4828.12,7.64,"Highly Active",10
1064,61.15,98.67,9821.21,6.31,Active,6
4910,77.35,97.40,11875.90,7.24,Sedentary,9
3568,74.53,98.96,2662.71,6.25,Sedentary,7
2367,68.76,97.28,4605.83,5.79,Active,4
2152,67.39,100.00,12144.92,6.90,Active,4
3027,81.53,97.62,12477.44,4.92,Active,10
3695,81.90,94.54,3301.13,NULL,"Highly Active",4
2495,89.84,92.91,12089.51,6.13,Active,7
4134,77.94,99.07,8028.70,6.61,Sedentary,5
2162,43.86,99.27,3686.66,6.31,Sedentary,9
2522,110.37,99.23,24477.52,7.88,Sedentary,9
3640,74.87,95.38,219.67,4.70,"Highly Active",6
1391,68.85,96.23,3376.38,7.74,"Highly Active",7
2698,74.13,100.00,2566.60,5.72,Active,10
1418,69.06,97.63,19215.95,5.74,Sedentary,2
3336,62.72,96.76,733.27,7.82,"Highly Active",9
1378,84.22,100.00,6922.49,6.10,Active,10
2796,72.77,95.94,8826.96,7.42,Sedentary,8
4561,73.66,97.17,1424.89,7.45,"Highly Active",5
3278,40.00,100.00,1137.20,5.98,"Highly Active",8
4065,71.60,100.00,343.09,6.85,"Highly Active",4
3088,58.85,100.00,1211.11,5.77,Sedentary,7
4099,NULL,99.48,11559.66,6.47,"Highly Active",7
3182,78.54,100.00,20171.35,7.21,Active,5
1200,65.80,99.88,16218.37,5.06,"Highly Active",2
3996,67.87,98.66,3182.27,7.16,Active,9
1779,76.45,98.02,9059.21,NULL,"Highly Active",8
3977,67.40,97.39,12283.01,4.27,Sedentary,4
4104,59.17,95.52,11717.29,5.38,Active,6
4119,49.18,93.57,453.15,5.46,Sedentary,3
1502,80.05,99.91,1692.99,5.83,Active,4
3454,67.25,97.80,19571.85,5.07,"Highly Active",3
4645,50.02,96.29,9426.99,7.91,Active,9
1804,80.07,100.00,5052.60,5.32,Sedentary,8
3146,57.18,97.69,3495.23,4.77,"Highly Active",4
3731,64.43,99.14,7373.27,6.48,Active,1
2895,90.70,97.95,4481.98,NULL,Sedentary,7
3773,NULL,97.27,3276.17,9.73,Active,4
2570,68.72,100.00,2992.64,5.49,"Highly Active",4
1960,86.26,98.54,1203.05,3.09,Sedentary,3
4810,72.48,95.50,5276.42,4.27,NULL,7
3660,93.45,98.73,5135.55,3.83,Sedentary,2
3690,66.44,100.00,864.86,6.65,Active,7
4840,75.25,98.58,17249.39,6.83,Sedentary,1
2028,89.47,98.12,9485.09,8.19,Active,3
4289,78.74,99.03,982.60,8.94,Sedentary,10
1502,76.55,95.89,578.68,7.76,"Highly Active",10
3814,62.89,100.00,7208.58,7.60,"Highly Active",2
1397,60.69,100.00,2924.56,4.29,"Highly Active",4
3842,91.06,98.63,12827.68,8.58,"Highly Active",4
1392,90.58,95.25,2963.37,5.68,"Highly Active",3
1206,86.87,98.06,7001.17,8.16,Active,2
2038,81.70,99.00,5391.32,6.69,Active,4
2881,81.47,95.95,2135.86,7.67,Active,2
4625,77.00,96.91,2820.50,5.19,"Highly Active",6
3939,83.43,97.03,20076.66,7.64,Sedentary,10
2484,74.37,96.75,2817.70,5.54,Sedentary,5
4762,NULL,100.00,10727.45,6.85,"Highly Active",4
4646,88.76,97.67,13826.86,6.46,"Highly Active",3
1863,56.13,100.00,515.81,8.29,Sedentary,3
3790,91.44,97.03,7615.90,7.75,NULL,2
4312,74.13,97.31,9683.39,3.85,"Highly Active",7
1563,96.87,98.09,3984.40,5.28,Active,9
2020,94.06,98.41,5896.81,5.55,Sedentary,1
1095,59.54,95.90,1235.54,7.54,Sedentary,9
2757,47.01,95.78,8609.03,4.87,Sedentary,10
3532,69.21,100.00,6459.18,4.45,"Highly Active",1
4478,80.34,96.93,1026.40,7.59,"Highly Active",1
3278,87.70,99.73,30988.41,3.39,Sedentary,6
3796,76.04,96.88,19440.58,8.08,Sedentary,7
2678,81.64,100.00,1776.28,4.57,Active,9
4242,64.46,97.05,14562.85,5.83,Sedentary,10
1540,74.71,97.89,2175.88,4.75,"Highly Active",6
2059,66.15,97.52,5806.60,5.12,"Highly Active",5
3572,79.24,97.41,10664.46,6.16,Active,2
2183,95.85,95.06,2952.02,NULL,Sedentary,7
4910,74.15,96.55,5670.09,4.18,"Highly Active",1
2722,54.43,98.70,4189.36,5.89,"Highly Active",4
4314,77.94,99.09,9995.61,6.65,"Highly Active",5
4157,85.58,95.73,4559.68,7.20,"Highly Active",6
2819,61.23,96.69,5857.69,3.44,Active,1
3625,93.63,97.84,13075.54,5.78,"Highly Active",9
3729,66.05,98.16,8396.28,3.42,"Highly Active",9
3604,63.60,98.77,5248.07,5.74,Active,4
2597,48.29,100.00,4330.07,5.85,Sedentary,1
4060,79.03,98.67,948.86,7.44,Sedentary,8
3693,102.24,95.99,406.12,7.96,"Highly Active",8
1795,80.50,99.39,21369.89,4.97,Sedentary,7
2051,63.99,99.96,1445.09,6.94,"Highly Active",10
2643,82.70,94.84,2269.18,7.48,Active,3
4627,87.01,98.94,6608.31,5.38,Sedentary,2
2363,92.41,100.00,12318.80,7.66,"Highly Active",7
4869,56.48,96.70,12534.28,6.70,Sedentary,10
2981,98.30,99.39,12389.19,6.09,Active,7
2354,78.20,96.60,26745.05,6.71,"Highly Active",5
2663,101.30,97.41,401.20,4.13,Active,9
2529,77.33,96.24,3574.01,6.71,Active,7
3038,83.65,99.25,17140.38,5.23,Sedentary,8
4419,60.77,99.53,4409.08,6.54,Active,6
2496,89.77,98.84,14351.71,5.89,Sedentary,1
4302,58.85,99.19,124.70,6.93,"Highly Active",9
3237,79.03,99.45,4913.45,8.29,Sedentary,7
4296,68.54,100.00,17898.03,6.69,"Highly Active",10
2408,73.68,96.85,2119.88,8.00,Sedentary,8
2400,91.28,92.94,18580.73,4.97,Active,2
2306,69.67,97.18,59.59,8.65,Sedentary,7
3680,91.59,97.20,575.52,4.98,"Highly Active",10
2768,107.25,98.54,1789.64,5.83,"Highly Active",4
2282,76.83,100.00,2472.02,4.13,Sedentary,10
4430,73.86,98.03,4597.65,4.81,Active,9
2479,70.05,96.58,17870.59,4.47,"Highly Active",5
2434,NULL,99.44,15201.80,5.51,Active,10
1648,105.89,97.82,9650.25,8.73,Active,10
1317,68.91,96.87,7537.44,7.57,"Highly Active",3
4748,52.16,98.12,1600.09,6.99,"Highly Active",6
4296,72.67,99.68,6446.07,9.75,"Highly Active",5
4890,80.35,97.78,1113.49,3.81,"Highly Active",6
2257,71.88,97.67,4219.55,6.40,Active,4
1663,72.54,98.54,8191.73,NULL,Active,1
2998,81.38,98.41,12618.05,5.26,Active,8
4898,87.28,98.39,2704.81,7.73,"Highly Active",5
4445,72.11,95.56,294.37,5.66,Sedentary,9
4743,113.84,97.71,336.77,8.39,Sedentary,10
2631,NULL,100.00,14546.26,7.75,"Highly Active",3
2495,74.92,99.16,4663.16,6.21,"Highly Active",6
4304,55.22,100.00,1995.25,7.97,"Highly Active",3
4763,76.71,98.83,229.74,6.15,"Highly Active",7
2136,87.21,98.44,5266.78,6.70,"Highly Active",1
2853,87.32,100.00,1032.15,7.38,Sedentary,6
2520,NULL,97.12,3777.31,5.92,Sedentary,4
3489,76.73,97.00,5080.82,8.77,Active,2
1563,67.79,100.00,1822.29,6.60,Sedentary,6
2291,97.46,99.81,1551.83,6.93,Sedentary,1
4581,76.86,97.44,140.05,4.53,"Highly Active",4
4878,40.74,96.73,6165.13,5.53,Active,1
4457,80.52,95.94,1565.87,6.74,"Highly Active",8
4458,45.75,97.36,14739.26,7.80,"Highly Active",3
4184,81.75,99.85,6480.44,8.62,"Highly Active",2
2636,113.81,93.65,5690.05,4.91,Active,8
4696,95.41,100.00,4917.92,5.26,Sedentary,6
3999,NULL,99.42,1697.27,4.66,Sedentary,7
1698,94.11,98.12,23888.21,8.62,Sedentary,5
3160,84.54,96.99,2712.75,6.26,Sedentary,1
2781,71.00,96.19,10479.52,6.59,"Highly Active",8
1641,66.92,98.58,888.84,6.70,"Highly Active",5
3267,61.40,99.08,10615.74,5.80,Active,6
2589,80.62,99.54,2361.36,4.67,Sedentary,2
1854,68.75,94.43,2388.90,8.09,Sedentary,6
2759,77.52,97.11,4954.04,6.73,Sedentary,6
4296,88.92,99.24,3486.85,5.68,Sedentary,9
3432,68.37,99.94,877.60,11.01,Active,7
4474,84.68,98.50,6293.92,6.50,Active,8
2661,93.33,100.00,1684.20,3.93,Active,3
2153,80.93,98.39,4114.95,7.48,Active,4
2076,85.49,99.06,1838.75,3.74,"Highly Active",10
2707,81.04,96.33,13643.08,7.20,"Highly Active",8
3777,75.24,99.45,2887.66,7.16,"Highly Active",10
2695,87.56,95.39,15293.04,8.57,Active,10
2733,99.14,95.95,2762.69,5.00,Active,3
2439,87.82,96.46,1384.86,6.06,Sedentary,8
3294,NULL,100.00,6016.64,6.40,Active,3
1835,72.49,97.29,5669.93,7.80,Sedentary,8
4510,73.05,98.90,6753.10,7.15,"Highly Active",2
1202,89.21,99.12,2518.15,7.28,"Highly Active",1
4255,67.11,99.06,2699.32,8.33,Active,3
1122,59.63,95.98,1897.43,6.17,Active,8
1400,82.03,98.74,18456.72,8.69,Sedentary,6
1766,75.32,96.06,8041.00,6.37,Sedentary,4
4908,78.12,97.50,7584.24,7.39,"Highly Active",5
3931,68.94,97.61,10067.96,8.24,Sedentary,5
4681,87.15,100.00,2934.71,4.88,"Highly Active",1
1197,70.80,99.68,1201.27,7.92,Sedentary,7
4029,66.36,96.86,8358.26,NULL,Active,3
2930,89.04,98.72,6611.82,9.56,Active,7
4582,94.18,99.18,5999.85,6.10,"Highly Active",9
3799,73.53,95.53,1411.10,6.94,Sedentary,5
3191,73.82,96.66,2131.35,6.27,Sedentary,5
1608,94.06,97.52,6863.65,7.49,Active,1
4272,92.38,98.23,6655.93,3.23,Active,10
2147,90.47,100.00,5663.41,4.38,Sedentary,7
4397,65.12,100.00,11798.84,6.54,Active,10
3511,99.55,99.14,2265.72,3.49,"Highly Active",10
4420,84.15,94.98,1200.57,5.55,Active,2
2794,63.88,98.85,1572.23,NULL,Active,1
1659,73.40,100.00,2312.26,5.77,Active,8
3811,76.27,97.81,20661.82,7.90,Active,3
4002,73.42,96.73,1032.70,8.38,"Highly Active",3
2955,70.62,97.07,14769.97,3.14,"Highly Active",2
3450,93.46,99.18,1591.62,6.32,"Highly Active",7
2369,200.49,95.44,2998.76,6.67,"Highly Active",9
2986,108.80,100.00,941.70,4.28,Active,4
2534,94.28,100.00,763.71,8.38,Sedentary,4
1146,77.04,99.61,699.85,7.06,"Highly Active",6
4219,96.26,95.91,2937.93,7.78,Active,4
3911,80.29,100.00,5191.84,5.83,Sedentary,7
2734,111.27,100.00,1569.07,5.33,Sedentary,6
2843,70.28,100.00,18887.49,5.65,Sedentary,9
1488,81.80,98.91,6180.31,6.33,"Highly Active",5
3976,65.99,98.33,15143.70,5.86,"Highly Active",4
2959,69.28,98.85,1127.91,7.86,"Highly Active",3
2663,69.88,99.28,1084.26,10.50,Active,10
3598,93.54,100.00,13129.92,7.37,Sedentary,8
3385,78.12,95.60,5875.01,3.58,Sedentary,8
3919,NULL,98.79,19530.91,6.73,"Highly Active",10
1640,76.40,99.35,1112.12,4.72,Sedentary,3
2802,60.39,100.00,184.54,5.89,"Highly Active",10
2969,92.26,98.51,8400.73,6.11,Active,1
3198,54.85,98.10,11521.55,4.95,"Highly Active",9
2438,NULL,98.94,2456.98,7.28,"Highly Active",7
4369,50.09,97.21,21.50,3.51,Sedentary,4
2634,69.19,99.64,4616.36,7.08,"Highly Active",2
1262,49.66,99.13,32242.79,5.15,"Highly Active",3
2787,50.91,95.44,16666.66,6.92,"Highly Active",7
3191,71.55,96.00,523.24,4.48,Sedentary,1
3393,79.71,97.98,1455.92,6.85,Active,4
1623,61.33,100.00,2609.91,8.57,Active,7
2016,80.42,97.78,12420.21,5.61,Active,9
4643,76.66,96.29,12189.37,5.58,Sedentary,4
1880,83.10,96.92,1432.01,7.15,Sedentary,7
3049,59.39,99.34,5331.18,NULL,"Highly Active",4
3944,104.76,100.00,4877.20,4.43,"Highly Active",2
2327,57.91,97.04,3744.40,8.16,"Highly Active",2
3301,65.62,98.71,5373.90,7.71,Sedentary,7
4723,82.72,97.24,2424.98,8.42,Sedentary,4
1452,76.77,99.58,5308.27,7.32,Active,6
2183,70.35,99.87,451.79,3.69,"Highly Active",2
4062,56.60,93.03,23943.92,8.79,Active,9
3056,52.12,99.56,1264.81,5.92,Sedentary,10
4304,101.69,97.77,3127.28,5.68,Sedentary,4
2682,72.49,98.03,292.94,7.26,Active,8
3863,102.02,95.67,5564.12,7.70,Active,4
3255,67.62,98.43,14280.13,5.80,Active,8
1403,59.51,98.53,2763.67,10.65,Active,8
3199,55.32,95.12,5727.75,5.50,Active,6
3101,103.35,98.45,10497.73,5.91,"Highly Active",10
4191,103.55,99.04,2040.39,8.63,Active,3
2696,90.32,97.19,5262.45,4.14,"Highly Active",3
4991,89.81,92.00,3197.92,6.87,NULL,7
1627,86.32,97.03,3325.68,2.88,Sedentary,8
2648,79.36,97.80,3656.62,4.71,"Highly Active",2
2443,219.20,95.50,1227.80,5.19,"Highly Active",9
2445,40.00,95.42,2509.44,4.63,Active,8
1103,91.79,99.55,2806.28,6.80,Active,10
4923,83.32,98.33,3942.20,8.60,NULL,6
1253,55.24,98.99,17415.13,9.56,Sedentary,5
4298,69.60,96.86,6978.66,4.96,Sedentary,2
4183,90.78,97.04,25673.12,7.59,Sedentary,5
3557,76.98,96.72,6252.32,8.31,Sedentary,4
1098,56.80,97.08,12576.76,7.56,"Highly Active",1
3200,232.94,96.01,9402.75,7.19,"Highly Active",9
3961,90.88,98.39,3787.97,5.40,"Highly Active",2
2919,102.58,96.00,5863.59,3.51,Sedentary,6
1877,68.12,98.65,1507.24,5.98,"Highly Active",2
1337,80.28,94.86,6740.86,5.35,Sedentary,4
4777,45.50,98.61,5055.10,6.08,Active,9
3869,65.89,97.85,11419.11,7.94,Active,10
4234,83.64,98.64,16298.45,8.65,"Highly Active",6
4791,72.12,98.65,997.36,6.73,"Highly Active",8
1956,81.78,95.95,8218.81,4.72,Sedentary,2
2704,NULL,98.11,20976.61,5.92,Sedentary,8
1160,83.40,95.74,17497.09,5.34,"Highly Active",6
2603,79.96,97.18,12588.37,6.69,"Highly Active",1
3848,77.86,99.88,346.84,5.80,Active,8
1397,NULL,96.03,2037.00,7.85,Active,4
2300,61.14,97.89,1123.55,5.23,"Highly Active",8
1815,95.33,96.38,18314.79,9.78,"Highly Active",5
4987,86.89,98.61,9673.04,NULL,Active,2
2527,63.16,99.85,5311.79,6.96,"Highly Active",7
2919,75.96,97.06,27177.33,4.08,"Highly Active",2
2415,54.12,98.43,1515.95,8.07,Sedentary,6
2158,67.83,97.56,7182.19,6.57,"Highly Active",6
2218,83.04,96.05,6580.16,6.81,Sedentary,6
1400,78.90,98.71,2913.43,5.15,Sedentary,9
1639,76.74,98.97,4650.29,8.13,"Highly Active",10
4104,61.75,96.03,1878.69,7.46,Sedentary,5
3735,58.70,99.73,7913.21,5.68,Active,7
1459,89.25,100.00,3791.89,6.48,Sedentary,7
1954,100.40,96.22,166.82,5.16,"Highly Active",3
4954,83.25,100.00,21080.93,5.05,Active,2
1469,72.42,98.01,4871.93,5.58,Sedentary,7
4446,93.38,97.86,8560.52,6.09,Active,5
2045,NULL,100.00,1535.19,6.50,Active,5
3797,90.80,99.68,952.58,6.43,Sedentary,2
2693,66.05,96.75,16289.72,5.20,Active,8
3085,66.79,96.98,6257.13,7.64,Active,4
3277,70.01,98.65,4759.56,NULL,"Highly Active",6
4436,73.48,98.63,5154.58,7.87,Sedentary,10
1562,88.72,97.92,1886.17,7.56,Active,2
3485,55.44,96.59,17067.74,2.75,"Highly Active",3
2799,65.93,96.91,1687.73,5.00,"Highly Active",10
4354,78.14,97.95,1203.88,4.27,Active,6
3074,83.37,94.83,18619.41,3.84,"Highly Active",8
1225,49.43,99.00,2084.82,8.22,Sedentary,6
4348,63.14,98.52,13888.14,9.04,Sedentary,9
1797,48.77,96.13,10364.63,NULL,Active,5
3331,68.44,94.57,2051.23,5.96,Active,7
3926,82.54,98.74,9960.38,8.25,Active,9
1959,40.64,99.80,6372.14,6.92,Sedentary,5
2504,84.80,98.79,2051.59,5.72,Active,3
1452,67.36,99.21,15507.12,7.34,Active,3
4067,69.89,99.33,8935.36,NULL,Active,8
4900,89.57,98.79,16799.70,6.79,Sedentary,4
1815,95.17,97.89,4027.18,7.54,Sedentary,10
1658,65.17,97.36,960.36,12.14,Active,3
1546,69.69,99.21,6439.04,6.73,Active,6
2215,65.00,100.00,6520.89,5.09,Active,9
4120,53.47,99.98,6143.96,3.12,Sedentary,10
4583,74.53,95.66,4475.83,8.43,Active,1
1441,65.10,96.67,2061.00,8.18,NULL,8
4243,76.47,94.32,6645.71,5.56,Sedentary,4
2243,100.63,94.89,8875.92,6.37,Sedentary,4
3205,73.42,94.39,17383.98,6.81,Active,8
3524,63.66,93.48,524.18,7.39,"Highly Active",9
4444,76.93,100.00,10494.23,4.55,Active,6
3565,72.52,98.71,10446.27,7.51,NULL,5
3146,66.56,99.39,1668.11,6.83,Sedentary,7
4963,50.15,98.11,1429.55,5.73,Sedentary,2
2768,84.51,98.29,3202.54,7.71,Sedentary,1
3327,96.94,97.67,9174.69,6.38,Active,9
4420,NULL,98.25,7756.58,6.97,Sedentary,4
3544,67.25,97.19,13699.35,5.81,Active,10
1301,67.93,95.56,3935.44,7.48,"Highly Active",7
1180,77.25,97.74,7088.38,5.90,Sedentary,2
1606,62.00,95.65,21546.11,9.04,"Highly Active",8
4170,64.87,99.76,22325.61,6.84,Active,4
1699,84.34,98.98,516.11,5.49,Active,4
1992,59.73,100.00,13.20,6.96,Sedentary,6
2139,83.22,96.43,22529.40,7.98,Sedentary,1
1190,87.41,95.25,5364.79,4.14,"Highly Active",9
3300,85.01,94.95,8437.16,8.40,Sedentary,1
1980,78.50,100.00,17060.59,7.01,Active,3
3975,47.94,97.21,3973.68,6.45,"Highly Active",6
3006,56.84,95.00,4066.90,5.47,Active,9
2184,54.67,98.94,1278.90,7.02,Active,9
4662,69.32,97.33,16538.45,5.17,Active,5
1127,57.13,100.00,1391.46,5.43,Sedentary,2
3065,72.41,97.72,5743.56,6.09,Active,5
2816,85.26,99.13,2784.19,7.42,"Highly Active",8
2758,60.02,98.87,1114.46,6.17,Sedentary,8
3613,62.72,100.00,1405.13,4.78,Active,5
1569,92.71,97.60,5735.06,5.51,"Highly Active",8
2346,61.09,96.00,5816.98,6.53,Active,5
2895,80.13,96.64,10922.56,7.47,NULL,5
3733,93.59,99.98,1994.99,7.72,Active,2
4863,57.28,98.50,17324.70,4.46,"Highly Active",8
1625,58.40,97.06,5117.59,6.58,Sedentary,3
4359,71.53,98.69,1598.61,7.66,"Highly Active",9
3901,NULL,100.00,3732.46,5.19,Sedentary,9
2686,65.38,100.00,17980.39,9.20,Sedentary,3
4009,104.57,98.74,4552.71,5.76,"Highly Active",1
4710,83.08,100.00,14540.16,8.03,Active,1
3537,54.51,99.24,17170.47,5.47,"Highly Active",1
2409,74.05,97.64,3942.44,6.52,"Highly Active",8
1784,81.58,95.70,19256.00,8.55,"Highly Active",3
4175,102.61,96.14,14073.51,5.69,Active,3
4464,76.14,96.37,7550.97,6.77,Sedentary,10
4882,71.36,98.59,7821.28,4.24,Active,9
1245,60.35,95.79,1663.43,7.04,Sedentary,5
4247,80.56,99.42,6463.73,5.89,"Highly Active",5
4110,90.25,99.93,5581.71,7.29,Sedentary,6
2500,48.19,97.76,2846.80,5.23,Active,10
2705,76.12,97.59,4931.18,6.98,Sedentary,8
1537,54.64,97.01,37.24,2.54,"Highly Active",2
2890,100.41,100.00,3778.47,NULL,Sedentary,5
2841,88.31,93.82,2841.46,8.39,Active,8
1920,65.91,97.23,22750.95,4.86,"Highly Active",7
3455,72.58,94.87,25519.19,5.53,"Highly Active",4
1524,70.24,99.15,6167.49,8.49,Active,1
3875,58.12,98.43,5589.66,7.33,Sedentary,8
2529,66.89,99.51,16346.66,6.01,Sedentary,1
3950,86.76,98.32,45.95,6.94,"Highly Active",1
4896,66.51,98.78,5783.24,5.56,Active,2
1684,NULL,98.30,24129.72,7.83,"Highly Active",2
1019,57.24,96.44,2701.28,9.06,"Highly Active",1
3368,92.92,99.22,5149.48,6.64,"Highly Active",4
4847,43.04,96.10,3783.81,4.59,"Highly Active",6
3559,101.77,96.97,15685.44,7.26,"Highly Active",2
1399,89.97,97.83,60278.38,8.38,Active,6
1971,68.31,98.06,9218.19,3.97,Active,9
2906,69.48,100.00,3212.05,NULL,Sedentary,2
3518,78.04,100.00,1048.22,NULL,Active,4
2166,77.77,97.39,3639.51,5.62,Active,5
2115,60.61,98.81,44035.25,7.38,"Highly Active",4
4636,76.02,99.11,3097.45,8.50,"Highly Active",10
1833,78.88,92.11,2274.29,6.83,Sedentary,4
2823,70.49,94.57,13103.41,4.78,"Highly Active",9
3774,108.59,98.90,14171.39,7.40,NULL,9
2982,72.99,99.02,2896.62,5.22,Sedentary,9
